school,district,ncesid,title_1_school_status,lat,long,total_enroll,bipoc_enroll,bipoc_pct,white_enroll
RED ROCK CENTRAL SECONDARY,RED ROCK CENTRAL SCHOOL DISTRICT,2700132,2-Title I targeted assistance school,44.2266,-95.2625,250,23,0.092,227
RED ROCK ELEMENTARY,SOUTH WASHINGTON COUNTY SCHOOL DIST,2733810,2-Title I targeted assistance school,44.899033,-92.946506,648,215,0.3317901234567901,433
RED WING SENIOR HIGH,RED WING PUBLIC SCHOOL DISTRICT,2730480,2-Title I targeted assistance school,44.5351,-92.5143,1007,229,0.22740814299900694,778
REDTAIL RIDGE ELEMENTARY SCHOOL,PRIOR LAKE-SAVAGE AREA SCHOOLS,2730060,2-Title I targeted assistance school,44.7386,-93.3615,703,150,0.21337126600284495,553
REDWOOD VALLEY MIDDLE,REDWOOD AREA SCHOOL DISTRICT,2700182,5-Title I schoolwide school,44.5382,-95.0911,356,174,0.4887640449438202,182
REDWOOD VALLEY SENIOR HIGH,REDWOOD AREA SCHOOL DISTRICT,2700182,5-Title I schoolwide school,44.5363,-95.0914,326,91,0.2791411042944785,235
REEDE GRAY ELEMENTARY,REDWOOD AREA SCHOOL DISTRICT,2700182,5-Title I schoolwide school,44.536,-95.1035,456,153,0.3355263157894737,303
RENVILLE COUNTY WEST ELEMENTARY,RENVILLE COUNTY WEST SCHOOL DIST.,2700163,5-Title I schoolwide school,44.791298,-95.207957,338,101,0.2988165680473373,237
RENVILLE COUNTY WEST SENIOR HIGH,RENVILLE COUNTY WEST SCHOOL DIST.,2700163,5-Title I schoolwide school,44.7915,-95.2079,229,52,0.22707423580786026,177
RICE ELEMENTARY,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2732880,5-Title I schoolwide school,45.7556,-94.2179,380,27,0.07105263157894737,353
RICE LAKE ELEMENTARY,CENTENNIAL PUBLIC SCHOOL DISTRICT,2708100,2-Title I targeted assistance school,45.1436,-93.1129,685,90,0.13138686131386862,595
RICE LAKE ELEMENTARY,OSSEO PUBLIC SCHOOL DISTRICT,2725200,5-Title I schoolwide school,45.115535,-93.453887,720,311,0.43194444444444446,409
RICHARDSON ELEMENTARY,North St. Paul-Maplewood Oakdale,2723850,5-Title I schoolwide school,45.019978,-92.99831,506,402,0.7944664031620553,104
RICHFIELD COLLEGE EXPERIENCE PRG,RICHFIELD PUBLIC SCHOOL DISTRICT,2731750,5-Title I schoolwide school,44.872815,-93.269948,62,54,0.8709677419354839,8
RICHFIELD DUAL LANGUAGE SCHOOL,RICHFIELD PUBLIC SCHOOL DISTRICT,2731750,5-Title I schoolwide school,44.8755,-93.2609,465,349,0.7505376344086021,116
RICHFIELD MIDDLE,RICHFIELD PUBLIC SCHOOL DISTRICT,2731750,5-Title I schoolwide school,44.8683,-93.3057,953,681,0.7145855194123819,272
RICHFIELD SENIOR HIGH,RICHFIELD PUBLIC SCHOOL DISTRICT,2731750,5-Title I schoolwide school,44.875463,-93.285735,1114,816,0.7324955116696589,298
RICHFIELD STEM SCHOOL,RICHFIELD PUBLIC SCHOOL DISTRICT,2731750,5-Title I schoolwide school,44.8757,-93.2587,682,412,0.60410557184750735,270
RICHMOND ELEMENTARY,ROCORI PUBLIC SCHOOL DISTRICT,2709440,2-Title I targeted assistance school,45.4566,-94.5179,133,14,0.10526315789473684,119
RIDGEVIEW ELEMENTARY,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2705790,5-Title I schoolwide school,44.8322,-93.3595,405,111,0.2740740740740741,294
RIDGEWAY COMMUNITY SCHOOL,RIDGEWAY COMMUNITY SCHOOL,2700194,2-Title I targeted assistance school,43.914,-91.5691,103,1,0.009708737864077669,102
RIPPLESIDE ELEMENTARY,AITKIN PUBLIC SCHOOL DISTRICT,2702760,5-Title I schoolwide school,46.5274,-93.7108,588,56,0.09523809523809523,532
RIVER BEND AREA LEARNING CENTER,RIVER BEND EDUCATION DISTRICT,2791353,6-Not a Title I school,44.29978,-94.446688,67,18,0.26865671641791045,49
RIVER BEND EARLY CHILDHOOD PROG.,RIVER BEND EDUCATION DISTRICT,2791353,6-Not a Title I school,44.29978,-94.446688,58,16,0.27586206896551724,42
RIVER BEND EDUCATIONAL CENTER,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.981225,-93.299478,97,85,0.8762886597938144,12
RIVER TRAIL LEARNING CTR @ LO JACOB,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.1554,-93.3103,153,66,0.43137254901960786,87
RIVER'S EDGE ACADEMY,ST. PAUL CITY SCHOOL,2700142,5-Title I schoolwide school,44.935771,-93.094429,73,45,0.6164383561643836,28
RIVERSIDE ACADEMY,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2707410,5-Title I schoolwide school,45.520791,-93.228754,41,4,0.0975609756097561,37
RIVERSIDE CENTRAL ELEMENTARY,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.0177,-92.4556,476,302,0.634453781512605,174
RIVERSIDE ELEMENTARY,BRAINERD PUBLIC SCHOOL DISTRICT,2706090,5-Title I schoolwide school,46.3569,-94.2134,624,56,0.08974358974358974,568
RIVERSIDE ELEMENTARY,JACKSON COUNTY CENTRAL SCHOOL DIST.,2700231,2-Title I targeted assistance school,43.625,-94.9919,394,48,0.1218274111675127,346
RIVERVIEW ELEMENTARY,FARMINGTON PUBLIC SCHOOL DISTRICT,2711820,2-Title I targeted assistance school,44.6458,-93.1496,787,118,0.14993646759847523,669
RIVERVIEW WEST SCHOOL OF EXCELLENCE,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.932784,-93.077183,396,358,0.9040404040404041,38
RIVERWAY LEARNING COMMUNITY CHARTER,Riverway Learning Community Charter,2700221,2-Title I targeted assistance school,44.052706,-91.688458,68,24,0.35294117647058826,44
RIVERWAY SECONDARY,Riverway Learning Community Charter,2700221,2-Title I targeted assistance school,44.052706,-91.688458,55,12,0.21818181818181817,43
ROBBINSDALE ARMSTRONG SENIOR HIGH,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2731780,5-Title I schoolwide school,45.020078,-93.417111,1974,919,0.4655521783181358,1055
ROBBINSDALE COOPER SENIOR HIGH,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2731780,5-Title I schoolwide school,45.041166,-93.384711,1732,1347,0.7777136258660509,385
ROBBINSDALE MIDDLE,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2731780,5-Title I schoolwide school,45.023123,-93.345662,868,664,0.7649769585253456,204
ROBBINSDALE SPANISH IMMERSION EL.,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2731780,5-Title I schoolwide school,45.008105,-93.391672,723,322,0.44536652835408025,401
ROBBINSDALE TRANSITION CENTER,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2731780,5-Title I schoolwide school,45.053015,-93.368944,53,36,0.6792452830188679,17
ROBERT ASP ELEMENTARY,MOORHEAD PUBLIC SCHOOL DISTRICT,2721420,5-Title I schoolwide school,46.8849,-96.7617,678,263,0.387905604719764,415
ROBERT BOECKMAN MIDDLE SCHOOL,FARMINGTON PUBLIC SCHOOL DISTRICT,2711820,2-Title I targeted assistance school,44.6476,-93.1461,948,187,0.19725738396624473,761
ROBERT J. ELKINGTON MIDDLE SCHOOL,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2713170,5-Title I schoolwide school,47.2436,-93.514,1156,152,0.1314878892733564,1004
ROCHESTER ACADEMY-IDP LIVING(RAIL),ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.0005,-92.4693,72,19,0.2638888888888889,53
ROCHESTER ALTERNATIVE LEARNING CNTR,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,43.97269,-92.461502,371,160,0.431266846361186,211
ROCHESTER BEACON ACADEMY,Rochester Beacon Academy,2700412,6-Not a Title I school,44.07144,-92.499512,124,30,0.24193548387096775,94
ROCHESTER MATH AND SCIENCE ACADEMY,ROCHESTER MATH AND SCIENCE ACADEMY,2700247,5-Title I schoolwide school,44.0005,-92.4693,411,410,0.9975669099756691,1
ROCHESTER PHOENIX ACADEMY,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,43.999287,-92.456978,79,45,0.569620253164557,34
ROCHESTER STEM ACADEMY,ROCHESTER STEM ACADEMY,2700370,5-Title I schoolwide school,44.0006,-92.4693,128,126,0.984375,2
ROCKFORD ELEMENTARY ARTS MAGNET SCH,ROCKFORD PUBLIC SCHOOL DISTRICT,2732070,2-Title I targeted assistance school,45.0885,-93.723,610,124,0.20327868852459016,486
ROCKFORD MIDDLE,ROCKFORD PUBLIC SCHOOL DISTRICT,2732070,2-Title I targeted assistance school,45.0905,-93.7371,535,110,0.205607476635514,425
ROCKFORD SECONDARY,ROCKFORD PUBLIC SCHOOL DISTRICT,2732070,2-Title I targeted assistance school,45.0879,-93.7202,506,89,0.17588932806324112,417
ROCKRIDGE ACADEMY,DULUTH PUBLIC SCHOOL DISTRICT,2711040,5-Title I schoolwide school,46.84722,-92.026652,54,28,0.5185185185185185,26
ROCKVILLE ELEMENTARY,ROCORI PUBLIC SCHOOL DISTRICT,2709440,2-Title I targeted assistance school,45.4695,-94.3437,129,23,0.17829457364341086,106
ROCORI MIDDLE,ROCORI PUBLIC SCHOOL DISTRICT,2709440,2-Title I targeted assistance school,45.464309,-94.428187,588,82,0.13945578231292516,506
ROCORI SENIOR HIGH,ROCORI PUBLIC SCHOOL DISTRICT,2709440,2-Title I targeted assistance school,45.4638,-94.4282,809,112,0.138442521631644,697
ROGERS ELEMENTARY,Elk River School District,2711370,2-Title I targeted assistance school,45.1821,-93.5535,685,75,0.10948905109489052,610
ROGERS MIDDLE SCHOOL,Elk River School District,2711370,2-Title I targeted assistance school,45.2092,-93.5441,757,111,0.14663143989431968,646
ROGERS SENIOR HIGH,Elk River School District,2711370,2-Title I targeted assistance school,45.2122,-93.545,1617,224,0.13852813852813853,1393
RONDO CAMPUS,MINNESOTA INTERNSHIP CENTER,2700341,5-Title I schoolwide school,44.956255,-93.176127,113,110,0.9734513274336283,3
ROOSEVELT EDUCATION CENTER,ST. CLOUD PUBLIC SCHOOL DISTRICT,2733510,5-Title I schoolwide school,45.55928,-94.195361,46,26,0.5652173913043478,20
ROOSEVELT ELEMENTARY,FARIBAULT PUBLIC SCHOOL DISTRICT,2711760,5-Title I schoolwide school,44.2994,-93.2528,459,291,0.6339869281045751,168
ROOSEVELT ELEMENTARY,MANKATO PUBLIC SCHOOL DISTRICT,2718780,5-Title I schoolwide school,44.1577,-94.0214,368,95,0.25815217391304346,273
ROOSEVELT ELEMENTARY,VIRGINIA PUBLIC SCHOOL DISTRICT,2741040,5-Title I schoolwide school,47.5209,-92.5395,558,94,0.16845878136200718,464
ROOSEVELT ELEMENTARY,DETROIT LAKES PUBLIC SCHOOL DIST.,2710230,5-Title I schoolwide school,46.8221,-95.8359,552,197,0.35688405797101447,355
ROOSEVELT ELEMENTARY,WILLMAR PUBLIC SCHOOL DISTRICT,2742720,5-Title I schoolwide school,45.1044,-95.0671,612,366,0.5980392156862745,246
ROOSEVELT MIDDLE,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.19518,-93.252911,886,238,0.2686230248306998,648
ROOSEVELT SENIOR HIGH,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.930256,-93.231481,995,744,0.7477386934673367,251
ROSA PARKS CHARTER HIGH SCHOOL,Rosa Parks Charter High School,2700180,5-Title I schoolwide school,43.986217,-92.405025,71,29,0.4084507042253521,42
ROSA PARKS ELEMENTARY,MANKATO PUBLIC SCHOOL DISTRICT,2718780,5-Title I schoolwide school,44.136498,-93.981343,508,175,0.34448818897637795,333
ROSEAU ELEMENTARY,ROSEAU PUBLIC SCHOOL DISTRICT,2732250,2-Title I targeted assistance school,48.8505,-95.7557,650,42,0.06461538461538462,608
ROSEAU SECONDARY,ROSEAU PUBLIC SCHOOL DISTRICT,2732250,2-Title I targeted assistance school,48.8487,-95.756,549,51,0.09289617486338798,498
ROSEMOUNT AREA LEARNING CENTER,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,5-Title I schoolwide school,44.7325,-93.1844,119,69,0.5798319327731093,50
ROSEMOUNT ELEMENTARY,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,5-Title I schoolwide school,44.741404,-93.130244,756,223,0.294973544973545,533
ROSEMOUNT MIDDLE,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,5-Title I schoolwide school,44.7424,-93.1295,1328,326,0.24548192771084337,1002
ROSEMOUNT SENIOR HIGH,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,5-Title I schoolwide school,44.7447,-93.133,2446,633,0.25878986099754703,1813
ROSEVILLE AREA MIDDLE,ROSEVILLE PUBLIC SCHOOL DISTRICT,2732430,5-Title I schoolwide school,45.0148,-93.0997,968,578,0.5971074380165289,390
ROSEVILLE AREA SENIOR HIGH,ROSEVILLE PUBLIC SCHOOL DISTRICT,2732430,5-Title I schoolwide school,45.0124,-93.1519,2337,1321,0.5652545999144202,1016
ROSSMAN ELEMENTARY,DETROIT LAKES PUBLIC SCHOOL DIST.,2710230,5-Title I schoolwide school,46.8103,-95.8522,616,115,0.18668831168831168,501
ROTHSAY ELEMENTARY,ROTHSAY PUBLIC SCHOOL DISTRICT,2732460,2-Title I targeted assistance school,46.482204,-96.283583,179,8,0.0446927374301676,171
ROTHSAY SECONDARY,ROTHSAY PUBLIC SCHOOL DISTRICT,2732460,2-Title I targeted assistance school,46.482204,-96.283583,111,7,0.06306306306306306,104
ROUND LAKE-BREWSTER ELEMENTARY,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2700388,5-Title I schoolwide school,43.697158,-95.466022,305,215,0.7049180327868853,90
ROUND LAKE-BREWSTER MIDDLE SCHOOL,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2700388,5-Title I schoolwide school,43.697158,-95.466022,69,51,0.7391304347826086,18
ROYAL OAKS ELEMENTARY,SOUTH WASHINGTON COUNTY SCHOOL DIST,2733810,2-Title I targeted assistance school,44.919214,-92.957866,579,226,0.3903281519861831,353
ROYALTON ELEMENTARY,ROYALTON PUBLIC SCHOOL DISTRICT,2732520,2-Title I targeted assistance school,45.8322,-94.2909,412,36,0.08737864077669903,376
ROYALTON HIGH SCHOOL,ROYALTON PUBLIC SCHOOL DISTRICT,2732520,2-Title I targeted assistance school,45.8287,-94.2821,288,14,0.04861111111111111,274
ROYALTON MIDDLE SCHOOL,ROYALTON PUBLIC SCHOOL DISTRICT,2732520,2-Title I targeted assistance school,45.8287,-94.2821,248,21,0.0846774193548387,227
RTR ELEMENTARY SCHOOL,RTR PUBLIC SCHOOLS,2700294,2-Title I targeted assistance school,44.1784,-96.1016,246,9,0.036585365853658534,237
RTR HIGH SCHOOL,RTR PUBLIC SCHOOLS,2700294,2-Title I targeted assistance school,44.2817,-96.1343,185,10,0.05405405405405406,175
RTR MIDDLE SCHOOL,RTR PUBLIC SCHOOLS,2700294,2-Title I targeted assistance school,44.3168,-95.9514,155,4,0.025806451612903226,151
RUM RIVER ELEMENTARY,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.2782,-93.3284,856,130,0.15186915887850466,726
RUM RIVER NORTH,RUM RIVER SPECIAL EDUCATION COOP,2700318,6-Not a Title I school,45.751903,-93.653414,91,9,0.0989010989010989,82
RUNESTONE REGIONAL LEARNING CENTER,RUNESTONE AREA ED. DISTRICT,2700016,6-Not a Title I school,45.901839,-95.364999,103,17,0.1650485436893204,86
RUSH CITY SECONDARY,RUSH CITY PUBLIC SCHOOL DISTRICT,2732550,2-Title I targeted assistance school,45.6904,-92.9764,403,40,0.09925558312655088,363
RUSH CREEK ELEMENTARY,OSSEO PUBLIC SCHOOL DISTRICT,2725200,5-Title I schoolwide school,45.114768,-93.514473,788,165,0.20939086294416243,623
RUSHFORD-PETERSON ELEMENTARY,RUSHFORD-PETERSON PUBLIC SCHOOLS,2728290,2-Title I targeted assistance school,43.818694,-91.746223,301,16,0.053156146179401995,285
RUSHFORD-PETERSON MIDDLE,RUSHFORD-PETERSON PUBLIC SCHOOLS,2728290,2-Title I targeted assistance school,43.818694,-91.746223,185,8,0.043243243243243246,177
RUSHFORD-PETERSON SENIOR HIGH,RUSHFORD-PETERSON PUBLIC SCHOOLS,2728290,2-Title I targeted assistance school,43.818694,-91.746223,209,11,0.05263157894736842,198
RUTHERFORD ELEMENTARY,STILLWATER AREA PUBLIC SCHOOL DIST.,2738190,2-Title I targeted assistance school,45.0565,-92.8561,567,112,0.19753086419753085,455
S ST. PAUL COMMUNITY LRNG. CNTR.,South St. Paul Public School Dist,2733270,5-Title I schoolwide school,44.879508,-93.033418,100,52,0.52,48
S.G.REINERTSEN ELEMENTARY,MOORHEAD PUBLIC SCHOOL DISTRICT,2721420,5-Title I schoolwide school,46.8319,-96.7607,748,185,0.24732620320855614,563
SAGE ACADEMY CHARTER SCHOOL,SAGE ACADEMY CHARTER SCHOOL,2700211,2-Title I targeted assistance school,45.1094,-93.332,80,53,0.6625,27
SAINT CLOUD MATH AND SCIENCE ACADEM,Saint Cloud Math and Science Academ,2700395,5-Title I schoolwide school,45.582776,-94.175715,186,184,0.989247311827957,2
SAINT PAUL MUSIC ACADEMY,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.976128,-93.100316,598,566,0.9464882943143813,32
SAINTS ACADEMY,St. Francis Area Schools,2733540,5-Title I schoolwide school,45.400055,-93.371045,327,59,0.18042813455657492,268
SAINTS ONLINE,St. Francis Area Schools,2733540,5-Title I schoolwide school,45.400055,-93.371045,73,6,0.0821917808219178,67
SALEM HILLS ELEMENTARY,INVER GROVE HEIGHTS SCHOOLS,2715030,5-Title I schoolwide school,44.8641,-93.0696,326,190,0.5828220858895705,136
SALK MIDDLE SCHOOL,Elk River School District,2711370,2-Title I targeted assistance school,45.3202,-93.5738,766,176,0.2297650130548303,590
SAND CREEK ELEMENTARY,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.1909,-93.2876,639,270,0.4225352112676056,369
SANDBURG MIDDLE SCHOOL,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2731780,5-Title I schoolwide school,45.004291,-93.365544,613,386,0.6296900489396411,227
SANFORD EDUCATION CENTER,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2721320,2-Title I targeted assistance school,44.9421,-95.7101,137,31,0.22627737226277372,106
SANFORD MIDDLE,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.938768,-93.213351,949,529,0.5574288724973656,420
SARTELL EC SERVICE CENTER,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2732820,2-Title I targeted assistance school,45.6225,-94.2078,48,6,0.125,42
SARTELL MIDDLE,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2732820,2-Title I targeted assistance school,45.628611,-94.218964,1310,137,0.10458015267175573,1173
SARTELL SENIOR HIGH,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2732820,2-Title I targeted assistance school,45.66087,-94.225356,1284,155,0.12071651090342679,1129
SAUK CENTRE ELEMENTARY,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2732850,5-Title I schoolwide school,45.7302,-94.9424,388,74,0.19072164948453607,314
SAUK CENTRE MIDDLE,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2732850,5-Title I schoolwide school,45.728855,-94.943246,156,23,0.14743589743589744,133
SAUK CENTRE SECONDARY,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2732850,5-Title I schoolwide school,45.728855,-94.943246,533,48,0.0900562851782364,485
SAUK RAPIDS-RICE MIDDLE SCHOOL,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2732880,5-Title I schoolwide school,45.5924,-94.1537,1082,163,0.15064695009242143,919
SAUK RAPIDS-RICE SENIOR HIGH,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2732880,5-Title I schoolwide school,45.6097,-94.1274,1374,182,0.1324599708879185,1192
SAWTOOTH MOUNTAIN ELEMENTARY,COOK COUNTY PUBLIC SCHOOLS,2713110,2-Title I targeted assistance school,47.7568,-90.3337,209,56,0.2679425837320574,153
SCANDIA ELEMENTARY,FOREST LAKE PUBLIC SCHOOL DISTRICT,2712270,2-Title I targeted assistance school,45.2553,-92.8133,346,17,0.049132947976878616,329
SCENIC HEIGHTS ELEMENTARY,MINNETONKA PUBLIC SCHOOL DISTRICT,2711670,2-Title I targeted assistance school,44.901224,-93.493996,905,296,0.3270718232044199,609
SCHOOL FOR ALL SEASONS,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2707410,5-Title I schoolwide school,45.490274,-93.227807,176,16,0.09090909090909091,160
SCHOOL OF ENGINEERING-ARTS AT OLSON,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2731780,5-Title I schoolwide school,44.998352,-93.373753,446,170,0.3811659192825112,276
SCHOOL OF ENVIRONMENTAL STUDIES,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,5-Title I schoolwide school,44.7722,-93.1908,349,76,0.2177650429799427,273
SCHOOLCRAFT LEARNING COMMUNITY CHTR,SCHOOLCRAFT LEARNING COMMUNITY CHTR,2700225,5-Title I schoolwide school,47.655568,-95.008686,198,48,0.24242424242424243,150
SCHUMANN ELEMENTARY,ORONO PUBLIC SCHOOL DISTRICT,2725080,2-Title I targeted assistance school,44.9924,-93.5959,566,67,0.11837455830388692,499
SCITECH ACADEMY CHARTER SCHOOL,SciTech Academy Charter School,2700439,5-Title I schoolwide school,44.884452,-93.282674,227,227,1,0
SCOTT HIGHLANDS MIDDLE,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,5-Title I schoolwide school,44.7445,-93.1784,1184,452,0.38175675675675674,732
SEBEKA ELEMENTARY,SEBEKA PUBLIC SCHOOL DISTRICT,2732970,5-Title I schoolwide school,46.632,-95.091,241,18,0.07468879668049792,223
SEBEKA SECONDARY,SEBEKA PUBLIC SCHOOL DISTRICT,2732970,5-Title I schoolwide school,46.6314,-95.091,243,13,0.053497942386831275,230
SECONDARY LIGHTHOUSE,SPRING LAKE PARK PUBLIC SCHOOLS,2733330,2-Title I targeted assistance school,45.113209,-93.247768,46,15,0.32608695652173914,31
SECONDARY TECHNICAL ED PROG S.T.E.P,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.216143,-93.415041,148,52,0.35135135135135137,96
SEJONG ACADEMY OF MINNESOTA,Sejong Academy of Minnesota,2700386,2-Title I targeted assistance school,44.960966,-93.156486,213,205,0.9624413145539906,8
SEVEN HILLS PREP ACADEMY LOWER EL,Seven Hills Preparatory Academy,2700284,2-Title I targeted assistance school,44.86449,-93.297781,250,152,0.608,98
SEVEN HILLS PREP ACADEMY UPPER,Seven Hills Preparatory Academy,2700284,2-Title I targeted assistance school,44.864982,-93.297722,257,119,0.46303501945525294,138
SEVEN HILLS PREPARATORY ACADEMY,Seven Hills Preparatory Academy,2700284,2-Title I targeted assistance school,44.846,-93.2539,558,221,0.3960573476702509,337
SEWARD ELEMENTARY,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.960225,-93.230785,830,520,0.6265060240963856,310
SHAKOPEE EAST MIDDLE SCHOOL,SHAKOPEE PUBLIC SCHOOL DISTRICT,2733000,2-Title I targeted assistance school,44.7858,-93.5039,743,339,0.45625841184387617,404
SHAKOPEE HIGH SCHOOL,SHAKOPEE PUBLIC SCHOOL DISTRICT,2733000,2-Title I targeted assistance school,44.7702,-93.5269,2711,1127,0.41571375876060496,1584
SHAKOPEE WEST MIDDLE SCHOOL,SHAKOPEE PUBLIC SCHOOL DISTRICT,2733000,2-Title I targeted assistance school,44.7858,-93.5037,1175,527,0.44851063829787235,648
SHANNON PARK ELEMENTARY,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,5-Title I schoolwide school,44.756,-93.1429,638,152,0.23824451410658307,486
SHERBURN ELEMENTARY,MARTIN COUNTY WEST SCHOOL DISTRICT,2718960,2-Title I targeted assistance school,43.6585,-94.7263,142,10,0.07042253521126761,132
SHERIDAN ELEMENTARY,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.999884,-93.262569,238,200,0.8403361344537815,38
SHERIDAN HILLS ELEMENTARY,RICHFIELD PUBLIC SCHOOL DISTRICT,2731750,5-Title I schoolwide school,44.8868,-93.3129,429,267,0.6223776223776224,162
SHIRLEY HILLS PRIMARY SCHOOL,WESTONKA PUBLIC SCHOOL DISTRICT,2722920,2-Title I targeted assistance school,44.9337,-93.657,418,61,0.145933014354067,357
SIBLEY EAST MIDDLE SCHOOL,SIBLEY EAST SCHOOL DISTRICT,2700102,2-Title I targeted assistance school,44.609846,-94.079655,278,112,0.4028776978417266,166
SIBLEY EAST-ARLINGTON SENIOR HIGH,SIBLEY EAST SCHOOL DISTRICT,2700102,2-Title I targeted assistance school,44.6088,-94.0798,370,127,0.34324324324324323,243
SIBLEY EAST-GAYLORD ELEMENTARY,SIBLEY EAST SCHOOL DISTRICT,2700102,2-Title I targeted assistance school,44.559944,-94.205167,476,186,0.3907563025210084,290
SIBLEY ELEMENTARY,NORTHFIELD PUBLIC SCHOOL DISTRICT,2723880,2-Title I targeted assistance school,44.445,-93.1517,548,91,0.16605839416058393,457
SIBLEY ELEMENTARY,ALBERT LEA PUBLIC SCHOOL DISTRICT,2702970,5-Title I schoolwide school,43.6425,-93.3892,347,137,0.39481268011527376,210
SIMLEY SENIOR HIGH,INVER GROVE HEIGHTS SCHOOLS,2715030,5-Title I schoolwide school,44.8326,-93.0472,1097,471,0.4293527803099362,626
SIOUX TRAIL ELEMENTARY,BURNSVILLE PUBLIC SCHOOL DISTRICT,2707290,5-Title I schoolwide school,44.802068,-93.233208,310,180,0.5806451612903226,130
SKY OAKS ELEMENTARY,BURNSVILLE PUBLIC SCHOOL DISTRICT,2707290,5-Title I schoolwide school,44.763231,-93.275211,460,382,0.8304347826086956,78
SKYLINE MATH AND SCIENCE ACADEMY,Skyline Math and Science Academy,2700433,5-Title I schoolwide school,44.955,-93.2352,187,187,1,0
SKYVIEW COMMUNITY ELEMENTARY,North St. Paul-Maplewood Oakdale,2723850,5-Title I schoolwide school,44.9659,-92.9449,600,393,0.655,207
SKYVIEW COMMUNITY MIDDLE,North St. Paul-Maplewood Oakdale,2723850,5-Title I schoolwide school,44.9659,-92.945,782,433,0.5537084398976982,349
SLEEPY EYE ELEMENTARY,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2733210,2-Title I targeted assistance school,44.2928,-94.7281,350,146,0.41714285714285715,204
SLEEPY EYE SEC.,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2733210,2-Title I targeted assistance school,44.2924,-94.728,260,95,0.36538461538461536,165
SNAIL LAKE KINDERGARTEN CENTER,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2722950,5-Title I schoolwide school,45.07872,-93.115401,348,98,0.28160919540229884,250
SOAR CAMPUS,MINNESOTA INTERNSHIP CENTER,2700341,5-Title I schoolwide school,45.001997,-93.29783,65,65,1,0
SOJOURNER TRUTH ACADEMY,SOJOURNER TRUTH ACADEMY,2700159,5-Title I schoolwide school,45.0245,-93.294,362,358,0.988950276243094,4
SOLWAY ELEMENTARY,BEMIDJI PUBLIC SCHOOL DISTRICT,2704440,5-Title I schoolwide school,47.5202,-95.1207,149,35,0.2348993288590604,114
SOMERSET ELEMENTARY,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2742270,5-Title I schoolwide school,44.905452,-93.114327,394,107,0.2715736040609137,287
