school,district,ncesid,title_1_school_status,lat,long,total_enroll,bipoc_enroll,bipoc_pct,white_enroll
BRANDON-EVANSVILLE HIGH SCHOOL,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2700382,2-Title I targeted assistance school,45.96729,-95.599708,129,3,0.023255813953488372,126
BRANDON-EVANSVILLE MIDDLE SCHOOL,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2700382,2-Title I targeted assistance school,45.96729,-95.599708,118,8,0.06779661016949153,110
BRECKENRIDGE ELEMENTARY,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2706150,5-Title I schoolwide school,46.2688,-96.582,325,64,0.19692307692307692,261
BRECKENRIDGE MIDDLE,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2706150,5-Title I schoolwide school,46.270629,-96.575758,80,11,0.1375,69
BRECKENRIDGE SENIOR HIGH,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2706150,5-Title I schoolwide school,46.270629,-96.575758,224,19,0.08482142857142858,205
BRIDGE VIEW SPECIAL EDUCATION,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.931135,-93.118777,136,110,0.8088235294117647,26
BRIDGES,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.2205,-93.356,84,25,0.2976190476190476,59
BRIDGES COMMUNITY ELEMENTARY,MANKATO PUBLIC SCHOOL DISTRICT,2718780,5-Title I schoolwide school,44.174205,-94.009916,244,35,0.14344262295081966,209
BRIDGEWATER ELEMENTARY,NORTHFIELD PUBLIC SCHOOL DISTRICT,2723880,2-Title I targeted assistance school,44.4394,-93.1645,594,101,0.17003367003367004,493
BRIMHALL ELEMENTARY,ROSEVILLE PUBLIC SCHOOL DISTRICT,2732430,5-Title I schoolwide school,45.0053,-93.1735,611,284,0.46481178396072015,327
BROOKLYN CENTER EARLY COLLEGE ACAD,BROOKLYN CENTER SCHOOL DISTRICT,2706240,5-Title I schoolwide school,45.062751,-93.311845,55,52,0.9454545454545454,3
BROOKLYN CENTER ELEMENTARY SCHOOL,BROOKLYN CENTER SCHOOL DISTRICT,2706240,5-Title I schoolwide school,45.063049,-93.30013,964,889,0.9221991701244814,75
BROOKLYN CENTER HIGH SCHOOL,BROOKLYN CENTER SCHOOL DISTRICT,2706240,5-Title I schoolwide school,45.073767,-93.297704,505,455,0.900990099009901,50
BROOKLYN CENTER MIDDLE SCHOOL,BROOKLYN CENTER SCHOOL DISTRICT,2706240,5-Title I schoolwide school,45.073767,-93.297704,394,377,0.9568527918781726,17
BROOKLYN MIDDLE STEAM SCHOOL,OSSEO PUBLIC SCHOOL DISTRICT,2725200,5-Title I schoolwide school,45.088863,-93.341992,1115,921,0.8260089686098655,194
BROOKSIDE EARLY CHILDHOOD SP ED,ALBERT LEA PUBLIC SCHOOL DISTRICT,2702970,5-Title I schoolwide school,43.6639,-93.3717,85,34,0.4,51
BROOKSIDE ELEMENTARY,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.279379,-93.437735,849,162,0.19081272084805653,687
BROOKVIEW ELEMENTARY,STILLWATER AREA PUBLIC SCHOOL DIST.,2738190,2-Title I targeted assistance school,44.932881,-92.880461,479,171,0.3569937369519833,308
BROWERVILLE ELEMENTARY,BROWERVILLE PUBLIC SCHOOL DISTRICT,2706300,2-Title I targeted assistance school,46.086,-94.8732,278,14,0.050359712230215826,264
BROWERVILLE SECONDARY,BROWERVILLE PUBLIC SCHOOL DISTRICT,2706300,2-Title I targeted assistance school,46.0858,-94.8719,267,24,0.0898876404494382,243
BROWN ELEMENTARY,PIPESTONE AREA SCHOOL DISTRICT,2700108,2-Title I targeted assistance school,43.9931,-96.3087,219,61,0.2785388127853881,158
BROWNS VALLEY ELEMENTARY,Browns Valley Public School Dist,2707110,5-Title I schoolwide school,45.592616,-96.830192,126,70,0.5555555555555556,56
BROWNS VALLEY MIDDLE,Browns Valley Public School Dist,2707110,5-Title I schoolwide school,45.592616,-96.830192,65,34,0.5230769230769231,31
BRUCE F VENTO ELEMENTARY,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.971102,-93.083007,486,462,0.9506172839506173,24
BRYN MAWR ELEMENTARY,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.974213,-93.316603,315,272,0.8634920634920635,43
BUFFALO COMMUNITY MIDDLE,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2707200,2-Title I targeted assistance school,45.1903,-93.8729,1367,151,0.11046086320409657,1216
BUFFALO EARLY CHILD. SP. ED PROGRAM,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2707200,2-Title I targeted assistance school,45.1767,-93.8741,129,10,0.07751937984496124,119
BUFFALO LAKE-HECTOR ELEMENTARY,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2700023,5-Title I schoolwide school,44.737108,-94.613571,222,32,0.14414414414414414,190
BUFFALO LAKE-HECTOR SECONDARY,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2700023,5-Title I schoolwide school,44.7434,-94.7189,279,48,0.17204301075268819,231
BUFFALO SENIOR HIGH,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2707200,2-Title I targeted assistance school,45.1821,-93.8299,1861,183,0.09833422890918861,1678
BURNSIDE ELEMENTARY,RED WING PUBLIC SCHOOL DISTRICT,2730480,2-Title I targeted assistance school,44.5655,-92.6301,561,140,0.24955436720142601,421
BURNSVILLE ALTERNATIVE HIGH SCHOOL,BURNSVILLE PUBLIC SCHOOL DISTRICT,2707290,5-Title I schoolwide school,44.805646,-93.216622,175,134,0.7657142857142857,41
BURNSVILLE AREA LEARNING CENTER,BURNSVILLE PUBLIC SCHOOL DISTRICT,2707290,5-Title I schoolwide school,44.772833,-93.281555,962,730,0.7588357588357588,232
BURNSVILLE HIGH SCHOOL,BURNSVILLE PUBLIC SCHOOL DISTRICT,2707290,5-Title I schoolwide school,44.785181,-93.266147,2457,1452,0.590964590964591,1005
BURROUGHS ELEMENTARY,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.911753,-93.300333,737,170,0.23066485753052918,567
BUTTERFIELD ELEMENTARY,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2707320,2-Title I targeted assistance school,43.9595,-94.7907,120,88,0.7333333333333333,32
BUTTERFIELD SECONDARY,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2707320,2-Title I targeted assistance school,43.9594,-94.7913,102,66,0.6470588235294118,36
BYRON INTERMEDIATE SCHOOL,BYRON PUBLIC SCHOOL DISTRICT,2707350,2-Title I targeted assistance school,44.0335,-92.6301,482,45,0.09336099585062241,437
BYRON MIDDLE SCHOOL,BYRON PUBLIC SCHOOL DISTRICT,2707350,2-Title I targeted assistance school,44.0337,-92.6565,529,51,0.09640831758034027,478
BYRON PRIMARY SCHOOL,BYRON PUBLIC SCHOOL DISTRICT,2707350,2-Title I targeted assistance school,44.034189,-92.632486,568,49,0.08626760563380281,519
BYRON SENIOR HIGH SCHOOL,BYRON PUBLIC SCHOOL DISTRICT,2707350,2-Title I targeted assistance school,44.0521,-92.6508,636,53,0.08333333333333333,583
C.E. JACOBSON ELEMENTARY,RUSH CITY PUBLIC SCHOOL DISTRICT,2732550,2-Title I targeted assistance school,45.688787,-92.972246,464,44,0.09482758620689655,420
CALEDONIA ELEMENTARY,CALEDONIA PUBLIC SCHOOL DISTRICT,2707380,5-Title I schoolwide school,43.6341,-91.5026,278,14,0.050359712230215826,264
CALEDONIA MIDDLE,CALEDONIA PUBLIC SCHOOL DISTRICT,2707380,5-Title I schoolwide school,43.6418,-91.5081,171,8,0.04678362573099415,163
CALEDONIA SENIOR HIGH,CALEDONIA PUBLIC SCHOOL DISTRICT,2707380,5-Title I schoolwide school,43.6412,-91.5089,271,11,0.04059040590405904,260
CAMBRIDGE EARLY CHILDHOOD SPECIALED,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2707410,5-Title I schoolwide school,45.575258,-93.230848,64,5,0.078125,59
CAMBRIDGE INTERMEDIATE SCHOOL,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2707410,5-Title I schoolwide school,45.5742,-93.2288,595,79,0.13277310924369748,516
CAMBRIDGE MIDDLE SCHOOL,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2707410,5-Title I schoolwide school,45.5383,-93.207,655,67,0.10229007633587786,588
CAMBRIDGE PRIMARY SCHOOL,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2707410,5-Title I schoolwide school,45.575258,-93.230848,478,56,0.11715481171548117,422
CAMBRIDGE-ISANTI HIGH SCHOOL,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2707410,5-Title I schoolwide school,45.5806,-93.2298,1522,175,0.11498028909329829,1347
CAMPBELL-TINTAH ELEMENTARY,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2707450,2-Title I targeted assistance school,46.0955,-96.4051,72,9,0.125,63
CAMPBELL-TINTAH SECONDARY,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2707450,2-Title I targeted assistance school,46.0958,-96.4051,62,10,0.16129032258064516,52
CANBY ELEMENTARY,CANBY PUBLIC SCHOOL DISTRICT,2707470,5-Title I schoolwide school,44.7109,-96.2788,308,24,0.07792207792207792,284
CANBY SECONDARY,CANBY PUBLIC SCHOOL DISTRICT,2707470,5-Title I schoolwide school,44.7112,-96.2792,280,19,0.06785714285714285,261
CANNON FALLS ELEMENTARY,CANNON FALLS PUBLIC SCHOOL DISTRICT,2707500,2-Title I targeted assistance school,44.5117,-92.8851,502,40,0.0796812749003984,462
CANNON FALLS SECONDARY,CANNON FALLS PUBLIC SCHOOL DISTRICT,2707500,2-Title I targeted assistance school,44.5119,-92.89,660,77,0.11666666666666667,583
CANNON RIVER STEM SCHOOL,CANNON RIVER STEM SCHOOL,2700324,2-Title I targeted assistance school,44.311084,-93.264446,339,68,0.20058997050147492,271
CAPITOL HILL MAGNET/RONDO,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.950662,-93.122794,1229,760,0.6183889340927583,469
CAREER AND LIFE TRANS PRG TIN LAKE,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2722950,5-Title I schoolwide school,45.021798,-93.181294,47,24,0.5106382978723404,23
CAREER PATHWAYS,Career Pathways,2700402,5-Title I schoolwide school,44.96834,-93.157341,106,94,0.8867924528301887,12
CARLOS ELEMENTARY,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2703060,5-Title I schoolwide school,45.9758,-95.2913,121,8,0.06611570247933884,113
CARLTON SECONDARY,CARLTON PUBLIC SCHOOL DISTRICT,2707590,2-Title I targeted assistance school,46.6653,-92.422,238,55,0.23109243697478993,183
CARVER ELEMENTARY,North St. Paul-Maplewood Oakdale,2723850,5-Title I schoolwide school,44.9405,-92.9866,559,402,0.7191413237924866,157
CARVER ELEMENTARY SCHOOL,EASTERN CARVER COUNTY PUBLIC SCHOOL,2708190,2-Title I targeted assistance school,44.770712,-93.644768,700,203,0.29,497
CASS LAKE-BENA AREA LRNG. CNTR.,CASS LAKE-BENA PUBLIC SCHOOLS,2708070,5-Title I schoolwide school,47.3799,-94.6039,87,81,0.9310344827586207,6
CASS LAKE-BENA ELEMENTARY,CASS LAKE-BENA PUBLIC SCHOOLS,2708070,5-Title I schoolwide school,47.3815,-94.6033,488,468,0.9590163934426229,20
CASS LAKE-BENA MIDDLE SCHOOL,CASS LAKE-BENA PUBLIC SCHOOLS,2708070,5-Title I schoolwide school,47.3568,-94.6122,335,308,0.9194029850746268,27
CASS LAKE-BENA SECONDARY,CASS LAKE-BENA PUBLIC SCHOOLS,2708070,5-Title I schoolwide school,47.3567,-94.6144,248,222,0.8951612903225806,26
CASTLE ELEMENTARY,North St. Paul-Maplewood Oakdale,2723850,5-Title I schoolwide school,45.0203,-92.9705,437,296,0.6773455377574371,141
CEDAR CREEK ELEMENTARY SCHOOL,St. Francis Area Schools,2733540,5-Title I schoolwide school,45.3527,-93.2487,668,107,0.1601796407185629,561
CEDAR ISLAND ELEMENTARY,OSSEO PUBLIC SCHOOL DISTRICT,2725200,5-Title I schoolwide school,45.078293,-93.432522,447,164,0.3668903803131991,283
CEDAR MOUNTAIN ELEMENTARY,CEDAR MOUNTAIN SCHOOL DISTRICT,2700110,2-Title I targeted assistance school,44.528,-94.8834,153,31,0.20261437908496732,122
CEDAR MOUNTAIN SECONDARY,CEDAR MOUNTAIN SCHOOL DISTRICT,2700110,2-Title I targeted assistance school,44.416,-94.9226,274,62,0.22627737226277372,212
CEDAR PARK ELEMENTARY STEM SCHOOL,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,5-Title I schoolwide school,44.7236,-93.2192,699,410,0.586552217453505,289
CEDAR RIDGE ELEMENTARY,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2714220,2-Title I targeted assistance school,44.8419,-93.4891,627,280,0.44657097288676234,347
CEDAR RIVERSIDE COMMUNITY SCHOOL,CEDAR RIVERSIDE COMMUNITY SCHOOL,2700027,2-Title I targeted assistance school,44.9685,-93.2488,143,143,1,0
CENTENNIAL AREA LEARNING CENTER,CENTENNIAL PUBLIC SCHOOL DISTRICT,2708100,2-Title I targeted assistance school,45.1391,-93.1618,59,25,0.423728813559322,34
CENTENNIAL ELEMENTARY,CENTENNIAL PUBLIC SCHOOL DISTRICT,2708100,2-Title I targeted assistance school,45.1541,-93.1506,508,121,0.23818897637795275,387
CENTENNIAL ELEMENTARY,RICHFIELD PUBLIC SCHOOL DISTRICT,2731750,5-Title I schoolwide school,44.8705,-93.2525,411,361,0.878345498783455,50
CENTENNIAL HIGH SCHOOL,CENTENNIAL PUBLIC SCHOOL DISTRICT,2708100,2-Title I targeted assistance school,45.155,-93.1454,2026,401,0.19792694965449162,1625
CENTENNIAL MIDDLE,CENTENNIAL PUBLIC SCHOOL DISTRICT,2708100,2-Title I targeted assistance school,45.1702,-93.1252,1572,364,0.23155216284987276,1208
CENTER SCHOOL,Minneapolis Public School District,2721240,5-Title I schoolwide school,44.958306,-93.252068,47,43,0.9148936170212766,4
CENTERVIEW ELEMENTARY,SPRING LAKE PARK PUBLIC SCHOOLS,2733330,2-Title I targeted assistance school,45.159002,-93.228382,620,304,0.49032258064516127,316
CENTERVILLE ELEMENTARY,CENTENNIAL PUBLIC SCHOOL DISTRICT,2708100,2-Title I targeted assistance school,45.1655,-93.055,544,76,0.13970588235294118,468
CENTRAL EDUCATION CAMPUS,NEW PRAGUE AREA SCHOOLS,2723430,2-Title I targeted assistance school,44.5475,-93.5789,67,6,0.08955223880597014,61
CENTRAL EDUCATION CENTER,RICHFIELD PUBLIC SCHOOL DISTRICT,2731750,5-Title I schoolwide school,44.8759,-93.2609,104,60,0.5769230769230769,44
CENTRAL EDUCATION CENTER,RICHFIELD PUBLIC SCHOOL DISTRICT,2731750,5-Title I schoolwide school,44.873337,-93.285738,46,32,0.6956521739130435,14
CENTRAL ELEMENTARY,CENTRAL PUBLIC SCHOOL DISTRICT,2723910,2-Title I targeted assistance school,44.7743,-93.9274,428,67,0.15654205607476634,361
CENTRAL ELEMENTARY,BEMIDJI PUBLIC SCHOOL DISTRICT,2704440,5-Title I schoolwide school,47.4762,-94.8816,142,68,0.4788732394366197,74
CENTRAL HIGH AREA LEARNING CENTER,MANKATO PUBLIC SCHOOL DISTRICT,2718780,5-Title I schoolwide school,44.157518,-94.009317,68,30,0.4411764705882353,38
CENTRAL MIDDLE,EAST GRAND FORKS PUBLIC SCHOOL DIST,2711130,5-Title I schoolwide school,47.901,-96.9887,438,115,0.2625570776255708,323
CENTRAL MIDDLE,WHITE BEAR LAKE SCHOOL DISTRICT,2742360,5-Title I schoolwide school,45.0894,-93.013,1179,241,0.20441051738761662,938
CENTRAL MIDDLE,CENTRAL PUBLIC SCHOOL DISTRICT,2723910,2-Title I targeted assistance school,44.7744,-93.9223,221,37,0.167420814479638,184
CENTRAL MIDDLE SCHOOL,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2714220,2-Title I targeted assistance school,44.857056,-93.476774,1318,591,0.44840667678300455,727
CENTRAL PARK ELEMENTARY,ROSEVILLE PUBLIC SCHOOL DISTRICT,2732430,5-Title I schoolwide school,45.014,-93.1224,420,346,0.8238095238095238,74
CENTRAL SENIOR HIGH,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.949471,-93.147714,1867,1098,0.5881092662024638,769
CENTRAL SENIOR HIGH,CENTRAL PUBLIC SCHOOL DISTRICT,2723910,2-Title I targeted assistance school,44.7745,-93.9216,330,27,0.08181818181818182,303
CENTURY MIDDLE SCHOOL,LAKEVILLE PUBLIC SCHOOL DISTRICT,2717780,5-Title I schoolwide school,44.680189,-93.255938,918,209,0.22766884531590414,709
CENTURY SENIOR HIGH,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.0504,-92.4248,1557,549,0.35260115606936415,1008
CHALLENGER ELEMENTARY,THIEF RIVER FALLS SCHOOL DISTRICT,2738850,2-Title I targeted assistance school,48.095,-96.1717,945,177,0.1873015873015873,768
CHAMPLIN PARK HIGH SCHOOL,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.1502,-93.3548,2891,1420,0.49117952265652026,1471
CHAMPLIN/BROOKLYN PK ACD MATHENVSCI,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,5-Title I schoolwide school,45.1536,-93.3562,824,335,0.4065533980582524,489
CHANHASSEN ELEMENTARY,EASTERN CARVER COUNTY PUBLIC SCHOOL,2708190,2-Title I targeted assistance school,44.8649,-93.5374,461,103,0.22342733188720174,358
CHANHASSEN HIGH SCHOOL,EASTERN CARVER COUNTY PUBLIC SCHOOL,2708190,2-Title I targeted assistance school,44.8427,-93.5775,1539,227,0.147498375568551,1312
CHASKA HIGH SCHOOL,EASTERN CARVER COUNTY PUBLIC SCHOOL,2708190,2-Title I targeted assistance school,44.8244,-93.5897,1526,443,0.2903014416775885,1083
CHASKA MIDDLE SCHOOL EAST,EASTERN CARVER COUNTY PUBLIC SCHOOL,2708190,2-Title I targeted assistance school,44.8075,-93.5961,586,90,0.15358361774744028,496
CHASKA MIDDLE SCHOOL WEST,EASTERN CARVER COUNTY PUBLIC SCHOOL,2708190,2-Title I targeted assistance school,44.8071,-93.5999,780,191,0.24487179487179486,589
CHATFIELD ELEMENTARY,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2704050,2-Title I targeted assistance school,44.6184,-93.7718,343,60,0.1749271137026239,283
CHATFIELD ELEMENTARY SCHOOL,CHATFIELD PUBLIC SCHOOLS,2708220,2-Title I targeted assistance school,43.846199,-92.164695,421,21,0.0498812351543943,400
CHATFIELD SECONDARY,CHATFIELD PUBLIC SCHOOLS,2708220,2-Title I targeted assistance school,43.854543,-92.190802,404,18,0.04455445544554455,386
CHELSEA HEIGHTS ELEMENTARY,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.987857,-93.156008,413,224,0.5423728813559322,189
CHEROKEE HEIGHTS ELEMENTARY SCHOOL,ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,5-Title I schoolwide school,44.92517,-93.095271,191,137,0.7172774869109948,54
CHERRY ELEMENTARY,ST. LOUIS COUNTY SCHOOL DISTRICT,2700008,2-Title I targeted assistance school,47.4042,-92.7084,339,37,0.10914454277286136,302
CHERRY SECONDARY,ST. LOUIS COUNTY SCHOOL DISTRICT,2700008,2-Title I targeted assistance school,47.4038,-92.7089,248,30,0.12096774193548387,218
CHERRY VIEW ELEMENTARY,LAKEVILLE PUBLIC SCHOOL DISTRICT,2717780,5-Title I schoolwide school,44.694648,-93.239317,718,156,0.21727019498607242,562
CHESTER CREEK ACADEMY,DULUTH PUBLIC SCHOOL DISTRICT,2711040,5-Title I schoolwide school,46.814722,-92.093644,51,13,0.2549019607843137,38
CHIPPEWA MIDDLE SCHOOL,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2722950,5-Title I schoolwide school,45.0921,-93.1239,1142,356,0.3117338003502627,786
CHISAGO LAKES EL.,CHISAGO LAKES SCHOOL DISTRICT,2700017,2-Title I targeted assistance school,45.3591,-92.8831,391,20,0.05115089514066496,371
CHISAGO LAKES FAMILY CENTER,CHISAGO LAKES SCHOOL DISTRICT,2700017,2-Title I targeted assistance school,45.359137,-92.883133,46,4,0.08695652173913043,42
CHISAGO LAKES MIDDLE,CHISAGO LAKES SCHOOL DISTRICT,2700017,2-Title I targeted assistance school,45.3909,-92.8281,816,75,0.09191176470588236,741
CHISAGO LAKES SENIOR HIGH,CHISAGO LAKES SCHOOL DISTRICT,2700017,2-Title I targeted assistance school,45.3745,-92.8435,1091,65,0.05957836846929423,1026
CHISHOLM ELEMENTARY,CHISHOLM PUBLIC SCHOOL DISTRICT,2708910,2-Title I targeted assistance school,47.4851,-92.8846,175,14,0.08,161
CHISHOLM SECONDARY,CHISHOLM PUBLIC SCHOOL DISTRICT,2708910,2-Title I targeted assistance school,47.4861,-92.8838,334,36,0.10778443113772455,298
CHOICE ALTERNATIVE HIGH SCHOOL,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2705790,5-Title I schoolwide school,44.8437,-93.3128,94,67,0.7127659574468085,27
CHOICE TECHNICAL ACADEMY,TECHNICAL ACADEMIES OF MINNESOTA,2700389,5-Title I schoolwide school,44.0823,-93.220107,50,22,0.44,28
CHOKIO-ALBERTA ELEMENTARY,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2708940,2-Title I targeted assistance school,45.5724,-96.1763,71,0,0,71
CHOKIO-ALBERTA SECONDARY,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2708940,2-Title I targeted assistance school,45.573,-96.1761,85,4,0.047058823529411764,81
CHRISTA MCAULIFFE ELEMENTARY,HASTINGS PUBLIC SCHOOL DISTRICT,2713530,2-Title I targeted assistance school,44.7355,-92.8853,500,77,0.154,423
CHURCHILL ELEMENTARY,ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,5-Title I schoolwide school,44.0461,-92.4494,284,101,0.35563380281690143,183
CHURCHILL ELEMENTARY,CLOQUET PUBLIC SCHOOL DISTRICT,2709420,2-Title I targeted assistance school,46.734,-92.4611,383,91,0.23759791122715404,292
CIP,INTERMEDIATE SCHOOL DISTRICT 287,2700025,6-Not a Title I school,44.999728,-93.450541,86,35,0.4069767441860465,51
CITY ACADEMY,CITY ACADEMY,2708955,6-Not a Title I school,44.9699,-93.0769,117,108,0.9230769230769231,9
CITYVIEW COMMUNITY,Minneapolis Public School District,2721240,5-Title I schoolwide school,45.01616,-93.284206,339,302,0.8908554572271387,37
CLARKFIELD CHARTER SCHOOL,CLARKFIELD CHARTER SCHOOL,2700290,2-Title I targeted assistance school,44.7832,-95.8091,54,10,0.18518518518518517,44
CLC - PRE-KINDERGARTEN,AUSTIN PUBLIC SCHOOL DISTRICT,2703450,5-Title I schoolwide school,43.667356,-92.963106,89,58,0.651685393258427,31
CLEAR SPRINGS ELEMENTARY,MINNETONKA PUBLIC SCHOOL DISTRICT,2711670,2-Title I targeted assistance school,44.900526,-93.51041,881,152,0.17253121452894438,729
CLEARBROOK-GONVICK ELEMENTARY,CLEARBROOK-GONVICK SCHOOL DISTRICT,2700103,5-Title I schoolwide school,47.7059,-95.4334,229,60,0.26200873362445415,169
CLEARBROOK-GONVICK SECONDARY,CLEARBROOK-GONVICK SCHOOL DISTRICT,2700103,5-Title I schoolwide school,47.7055,-95.4346,227,75,0.3303964757709251,152
CLEARVIEW ELEMENTARY,ST. CLOUD PUBLIC SCHOOL DISTRICT,2733510,5-Title I schoolwide school,45.439,-94.0111,405,101,0.24938271604938272,304
CLEVELAND ELEMENTARY,CLEVELAND PUBLIC SCHOOL DISTRICT,2709330,2-Title I targeted assistance school,44.3228,-93.8353,260,22,0.08461538461538462,238
CLEVELAND ELEMENTARY,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2711880,2-Title I targeted assistance school,46.2926,-96.0697,408,42,0.10294117647058823,366
CLEVELAND SECONDARY,CLEVELAND PUBLIC SCHOOL DISTRICT,2709330,2-Title I targeted assistance school,44.3231,-93.8354,254,28,0.11023622047244094,226
CLIMAX ELEMENTARY,CLIMAX-SHELLY PUBLIC SCHOOLS,2709360,5-Title I schoolwide school,47.6077,-96.813,117,33,0.28205128205128205,84
CLIMAX SECONDARY,CLIMAX-SHELLY PUBLIC SCHOOLS,2709360,5-Title I schoolwide school,47.608,-96.8128,94,15,0.1595744680851064,79
CLOQUET AREA ALT. ED. PROGRAMS,CLOQUET PUBLIC SCHOOL DISTRICT,2709420,2-Title I targeted assistance school,46.717322,-92.448448,81,28,0.345679012345679,53
CLOQUET EARLY CHILDHOOD EDUCATION,CLOQUET PUBLIC SCHOOL DISTRICT,2709420,2-Title I targeted assistance school,46.734611,-92.461004,83,26,0.3132530120481928,57
CLOQUET MIDDLE,CLOQUET PUBLIC SCHOOL DISTRICT,2709420,2-Title I targeted assistance school,46.708776,-92.441374,854,236,0.27634660421545665,618
CLOQUET SENIOR,CLOQUET PUBLIC SCHOOL DISTRICT,2709420,2-Title I targeted assistance school,46.7105,-92.4422,748,186,0.24866310160427807,562
